step,x,y,reward,done,action
0,0,0,0.0,False,3
1,0,1,0.0,False,0
2,0,1,-1.0,False,0
3,0,1,-1.0,False,0
4,0,1,-1.0,False,1
5,1,1,0.0,False,0
6,0,1,0.0,False,3
7,0,2,0.0,False,3
8,0,3,0.0,False,0
9,0,3,-1.0,False,2
10,0,2,0.0,False,0
11,0,2,-1.0,False,2
12,0,1,0.0,False,3
13,0,2,0.0,False,2
14,0,1,0.0,False,3
15,0,2,0.0,False,0
16,0,2,-1.0,False,1
17,1,2,0.0,False,2
18,1,1,0.0,False,2
19,1,1,-1.0,False,1
20,2,1,0.0,False,1
21,2,1,-1.0,False,2
22,2,0,0.0,False,1
23,3,0,1.0,True,1
